rank,gid,role,priority_score,why
16,100000005514161100,consolidator,0.859117,"Признаки консолидации: 4 плательщиков, вход 401,500 KZT; исходящие 50,000 KZT. Приоритет: достижимость от seed 9.00; наблюдаемый вход 401,500.00. Граф неполный."
17,100000008547948100,coordinator,0.859044,"Признаки координации: доступен от 8 seed, связей между кластерами 5; посредничество 0.0007. Приоритет: достижимость от seed 8.00; наблюдаемый вход 212,665.00. Граф неполный."
18,100000004997515100,consolidator,0.856381,"Признаки консолидации: 4 плательщиков, вход 395,000 KZT; исходящие 54,500 KZT. Приоритет: достижимость от seed 9.00; наблюдаемый вход 395,000.00. Граф неполный."
19,100000008603629100,coordinator,0.849818,"Признаки координации: доступен от 7 seed, связей между кластерами 9; посредничество 0.0035. Приоритет: наблюдаемый вход 1,817,300.00; число связей 61.00. Граф неполный."
20,100000006274203100,peripheral,0.849663,"Недостаточно признаков роли: входящих связей 2, исходящих 3, глубина 3. Приоритет: достижимость от seed 9.00; наблюдаемый вход 3,417,512.00. Граф неполный."
21,100000001732159100,peripheral,0.848599,"Недостаточно признаков роли: входящих связей 2, исходящих 4, глубина 0. Приоритет: достижимость от seed 9.00; наблюдаемый вход 2,378,100.00. Граф неполный."
22,100000006889963100,consolidator,0.84649,"Признаки консолидации: 4 плательщиков, вход 1,431,000 KZT; исходящие 443,476 KZT. Приоритет: достижимость от seed 11.00; наблюдаемый вход 1,431,000.00. Граф неполный."
23,100000008710791100,distributor,0.844482,"Признаки распределения: 23 получателей, 25 переводов, исходящие 5,521,511 KZT. Приоритет: достижимость от seed 9.00; число связей 23.00. Граф неполный."
24,100000000331309100,coordinator,0.841169,"Признаки координации: доступен от 7 seed, связей между кластерами 13; посредничество 0.0028. Приоритет: наблюдаемый вход 984,635.00; число связей 99.00. Граф неполный."
25,100000005933757100,coordinator,0.840673,"Признаки координации: доступен от 7 seed, связей между кластерами 9; посредничество 0.0021. Приоритет: наблюдаемый вход 1,246,000.00; число связей 34.00. Граф неполный."
26,100000000437046100,coordinator,0.839426,"Признаки координации: доступен от 7 seed, связей между кластерами 8; посредничество 0.0020. Приоритет: наблюдаемый вход 1,107,200.00; число связей 42.00. Граф неполный."
27,100000008477350100,coordinator,0.836299,"Признаки координации: доступен от 7 seed, связей между кластерами 4; посредничество 0.0027. Приоритет: наблюдаемый вход 610,100.00; число связей 39.00. Граф неполный."
28,100000008547844100,coordinator,0.835093,"Признаки координации: доступен от 8 seed, связей между кластерами 4; посредничество 0.0013. Приоритет: достижимость от seed 8.00; число связей 19.00. Граф неполный."
29,100000001887715100,consolidator,0.833181,"Признаки консолидации: 3 плательщиков, вход 1,331,500 KZT; исходящие 750,000 KZT. Приоритет: достижимость от seed 9.00; наблюдаемый вход 1,331,500.00. Граф неполный."
30,100000007594394100,consolidator,0.831946,"Признаки консолидации: 6 плательщиков, вход 395,385 KZT; исходящие 3,376,312 KZT. Приоритет: достижимость от seed 9.00; наблюдаемый вход 395,385.00. Граф неполный."
31,100000003265158100,transit,0.831468,"Признаки транзита: вход 146,100, выход 154,200 KZT; наблюдаемое отношение 1.06. Приоритет: достижимость от seed 9.00; число связей 3.00. Граф неполный."
32,100000008730846100,consolidator,0.831253,"Признаки консолидации: 7 плательщиков, вход 155,042 KZT; исходящие 363,370 KZT. Приоритет: достижимость от seed 8.00; число связей 7.00. Граф неполный."
33,100000003404627100,consolidator,0.830442,"Признаки консолидации: 4 плательщиков, вход 877,700 KZT; исходящие 0 KZT. Приоритет: достижимость от seed 11.00; наблюдаемый вход 877,700.00. Граф неполный."
34,100000001857829100,coordinator,0.830242,"Признаки координации: доступен от 7 seed, связей между кластерами 6; посредничество 0.0013. Приоритет: наблюдаемый вход 888,535.00; число связей 16.00. Граф неполный."
35,100000002605308100,consolidator,0.827778,"Признаки консолидации: 3 плательщиков, вход 2,569,522 KZT; исходящие 0 KZT. Приоритет: достижимость от seed 11.00; наблюдаемый вход 2,569,521.84. Граф неполный."
36,100000008743913100,distributor,0.827534,"Признаки распределения: 13 получателей, 13 переводов, исходящие 1,850,600 KZT. Приоритет: достижимость от seed 9.00; число связей 13.00. Граф неполный."
37,100000003701161100,consolidator,0.825282,"Признаки консолидации: 4 плательщиков, вход 1,527,103 KZT; исходящие 349,000 KZT. Приоритет: наблюдаемый вход 1,527,103.00; число связей 4.00. Граф неполный."
38,100000005527892100,coordinator,0.824578,"Признаки координации: доступен от 8 seed, связей между кластерами 5; посредничество 0.0005. Приоритет: достижимость от seed 8.00; наблюдаемый вход 220,001.00. Граф неполный."
39,100000006424479100,peripheral,0.821152,"Недостаточно признаков роли: входящих связей 1, исходящих 2, глубина 2. Приоритет: достижимость от seed 10.00; наблюдаемый вход 500,000.00. Граф неполный."
40,100000000661912100,transit,0.817784,"Признаки транзита: вход 393,036, выход 430,700 KZT; наблюдаемое отношение 1.10. Приоритет: наблюдаемый вход 393,036.00; число связей 5.00. Граф неполный."
41,100000002838861100,consolidator,0.816306,"Признаки консолидации: 5 плательщиков, вход 554,524 KZT; исходящие 10,000 KZT. Приоритет: достижимость от seed 8.00; наблюдаемый вход 554,523.95. Граф неполный."
42,100000008686313100,consolidator,0.81306,"Признаки консолидации: 6 плательщиков, вход 1,912,716 KZT; исходящие 333,800 KZT. Приоритет: наблюдаемый вход 1,912,716.00; число связей 7.00. Граф неполный."
43,100000002741024100,consolidator,0.812913,"Признаки консолидации: 5 плательщиков, вход 817,981 KZT; исходящие 434,989 KZT. Приоритет: наблюдаемый вход 817,980.85; число связей 6.00. Граф неполный."
44,100000002718366100,consolidator,0.809459,"Признаки консолидации: 6 плательщиков, вход 2,525,000 KZT; исходящие 0 KZT. Приоритет: достижимость от seed 9.00; наблюдаемый вход 2,525,000.00. Граф неполный."
45,100000007442518100,consolidator,0.808683,"Признаки консолидации: 5 плательщиков, вход 510,000 KZT; исходящие 4,419,999 KZT. Приоритет: наблюдаемый вход 510,000.00; число связей 9.00. Граф неполный."
46,100000004156082100,coordinator,0.806962,"Признаки координации: доступен от 7 seed, связей между кластерами 3; посредничество 0.0004. Приоритет: наблюдаемый вход 377,366.11; число связей 26.00. Граф неполный."
47,100000002748532100,consolidator,0.80646,"Признаки консолидации: 3 плательщиков, вход 355,575 KZT; исходящие 646,685 KZT. Приоритет: достижимость от seed 9.00; наблюдаемый вход 355,575.00. Граф неполный."
48,100000008512827100,distributor,0.806338,"Признаки распределения: 10 получателей, 10 переводов, исходящие 1,944,500 KZT. Приоритет: достижимость от seed 9.00; число связей 10.00. Граф неполный."
49,100000003071930100,consolidator,0.805244,"Признаки консолидации: 3 плательщиков, вход 477,610 KZT; исходящие 5,000 KZT. Приоритет: достижимость от seed 8.00; наблюдаемый вход 477,610.00. Граф неполный."
50,100000002988894100,peripheral,0.802698,"Недостаточно признаков роли: входящих связей 1, исходящих 3, глубина 1. Приоритет: достижимость от seed 10.00; наблюдаемый вход 306,121.00. Граф неполный."
